name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage(km/ltr/kg),engine,max_power,seats,brand,average_brand_price,predicted_price
Maruti 800 AC,2008,75000,29000,Petrol,Individual,Manual,First Owner,16.1,796.0,37.0,4.0,Maruti,403075.7214052288,80075.26
Tata Safari DICOR 2.2 LX 4x2,2012,132000,82507,Diesel,Dealer,Manual,First Owner,13.93,2179.0,138.03,7.0,Tata,357433.1076294278,465029.99
Chevrolet Beat LS,2010,110000,60000,Petrol,Individual,Manual,Second Owner,18.6,1199.0,79.4,5.0,Chevrolet,273867.47826086957,150900.0
Maruti Alto K10 VXI,2018,390000,10000,Petrol,Individual,Manual,First Owner,23.95,998.0,67.05,5.0,Maruti,403075.7214052288,373130.00000000006
Hyundai i20 Asta 1.2,2015,550000,70000,Petrol,Individual,Manual,First Owner,18.6,1197.0,81.83,5.0,Hyundai,458554.3667844523,520474.99000000005
Maruti 800 AC BSIII,2008,70000,59400,Petrol,Individual,Manual,Fourth & Above Owner,16.1,796.0,37.0,4.0,Maruti,403075.7214052288,88679.79
Hyundai EON Era Plus,2013,275000,20000,Petrol,Individual,Manual,First Owner,21.1,814.0,55.2,5.0,Hyundai,458554.3667844523,236240.0
Maruti SX4 Vxi BSIII,2009,250000,125876,Petrol,Individual,Manual,Second Owner,15.0,1586.0,104.68,5.0,Maruti,403075.7214052288,241800.0
Jeep Compass 1.4 Limited Plus BSIV,2019,2100000,5000,Petrol,Individual,Automatic,First Owner,16.0,1368.0,160.77,5.0,Jeep,2149612.870967742,2354500.0
Tata Sumo MKII GX BS IV,2011,250000,90000,Diesel,Individual,Manual,Second Owner,13.55,2179.0,118.35,7.0,Tata,357433.1076294278,253900.0
Isuzu D-Max V-Cross 4X4,2017,1250000,56800,Diesel,Individual,Manual,First Owner,12.4,2499.0,134.0,5.0,Isuzu,1942000.0,1401909.99
Audi A4 2.0 TDI,2014,1500000,60000,Diesel,Individual,Automatic,First Owner,16.55,1968.0,147.51,5.0,Audi,2612199.925,1386184.985
Toyota Innova Crysta 2.5 VX BS IV,2011,800000,60000,Diesel,Individual,Manual,First Owner,12.8,2494.0,102.0,7.0,Toyota,959946.6741803279,776319.99
Toyota Fortuner 4x2 Manual,2014,1380000,150000,Diesel,Individual,Manual,First Owner,13.0,2982.0,168.5,7.0,Toyota,959946.6741803279,1432400.0
Maruti Celerio VXI AT,2014,325000,65204,Petrol,Trustmark Dealer,Automatic,First Owner,23.1,998.0,67.04,5.0,Maruti,403075.7214052288,337940.0
Hyundai Venue SX Plus Dual Tone Turbo DCT,2019,1150000,2286,Petrol,Trustmark Dealer,Automatic,First Owner,18.15,998.0,118.35,5.0,Hyundai,458554.3667844523,1142000.0
Maruti Swift AMT ZXI,2018,655000,15732,Petrol,Dealer,Automatic,First Owner,22.0,1197.0,81.8,5.0,Maruti,403075.7214052288,668009.98
Mahindra Thar DI 4X4,2019,890000,13000,Diesel,Dealer,Manual,First Owner,18.06,2523.0,63.0,7.0,Mahindra,623224.0556994819,822310.0
Maruti Ignis 1.2 Zeta BSIV,2018,525000,33000,Petrol,Dealer,Manual,First Owner,20.89,1197.0,81.8,5.0,Maruti,403075.7214052288,523219.96
Hyundai i10 Magna 1.1L,2014,300000,100000,Petrol,Individual,Manual,First Owner,19.81,1086.0,68.05,5.0,Hyundai,458554.3667844523,296610.0
BMW 3 Series 320d GT Luxury Line,2017,2950000,39000,Diesel,Dealer,Automatic,First Owner,19.59,1995.0,187.74,5.0,BMW,4109916.6666666665,3004850.0
BMW 5 Series 520d Luxury Line,2019,5200000,10000,Diesel,Dealer,Automatic,First Owner,18.12,1995.0,190.0,5.0,BMW,4109916.6666666665,5194000.0
Honda City i VTEC VX,2018,925000,28900,Petrol,Dealer,Manual,First Owner,17.8,1497.0,117.3,5.0,Honda,596178.0149892934,948000.0
Honda City 1.5 S MT,2017,675000,49523,Petrol,Dealer,Manual,First Owner,17.0,1497.0,118.0,5.0,Honda,596178.0149892934,739270.0
Maruti Vitara Brezza VDi,2018,745000,48000,Diesel,Dealer,Manual,First Owner,24.3,1248.0,88.5,5.0,Maruti,403075.7214052288,786050.0
Maruti Vitara Brezza ZDi,2018,835000,17000,Diesel,Dealer,Manual,First Owner,24.3,1248.0,88.5,5.0,Maruti,403075.7214052288,834189.99
Volkswagen Polo 1.5 TDI Comfortline,2019,695000,36800,Diesel,Dealer,Manual,First Owner,20.14,1498.0,88.0,5.0,Volkswagen,498817.188172043,691840.0
Maruti Vitara Brezza LDi Option,2018,725000,36521,Diesel,Dealer,Manual,First Owner,24.3,1248.0,88.5,5.0,Maruti,403075.7214052288,877699.86
Maruti Swift Dzire VXI 1.2 BS IV,2017,620000,90000,Petrol,Individual,Manual,First Owner,22.0,1197.0,81.8,5.0,Maruti,403075.7214052288,615649.905
Maruti Zen Classic,1998,58000,80000,Petrol,Individual,Manual,Third Owner,17.3,993.0,60.0,5.0,Maruti,403075.7214052288,60479.53
Nissan Sunny Diesel XL,2014,335000,71000,Diesel,Dealer,Manual,First Owner,21.64,1461.0,84.8,5.0,Nissan,465407.35802469135,353300.0
Mahindra XUV500 W6 2WD,2011,475000,108000,Diesel,Dealer,Manual,First Owner,16.0,2179.0,140.0,7.0,Mahindra,623224.0556994819,478500.0
Renault Duster 85PS Diesel RxL,2015,484999,75000,Diesel,Dealer,Manual,First Owner,19.87,1461.0,83.8,5.0,Renault,462618.38157894736,505379.35
Maruti Ciaz ZXi Plus,2015,610000,33000,Petrol,Individual,Manual,First Owner,20.73,1373.0,91.1,5.0,Maruti,403075.7214052288,611450.0
Hyundai Creta 1.6 CRDi SX Option,2015,1000000,50000,Diesel,Individual,Manual,First Owner,19.67,1582.0,126.2,5.0,Hyundai,458554.3667844523,1028102.5
Renault KWID Climber 1.0 MT BSIV,2019,300000,35000,Petrol,Individual,Manual,First Owner,23.01,999.0,67.0,5.0,Renault,462618.38157894736,315099.93
Hyundai Creta 1.6 SX Option Executive,2018,1405000,15000,Petrol,Individual,Manual,First Owner,15.8,1591.0,121.3,5.0,Hyundai,458554.3667844523,1305650.0
Maruti Ciaz Delta BSIV,2018,650000,22000,Petrol,Individual,Manual,Second Owner,21.56,1462.0,103.25,5.0,Maruti,403075.7214052288,735488.97
Hyundai Creta 1.6 CRDi SX,2015,850000,108000,Diesel,Individual,Manual,First Owner,19.67,1582.0,126.2,5.0,Hyundai,458554.3667844523,889819.76
Audi Q5 3.0 TDI Quattro,2014,1850000,76131,Diesel,Individual,Automatic,First Owner,13.22,2967.0,241.4,5.0,Audi,2612199.925,2080750.0
Hyundai i10 Magna,2012,267000,40000,Petrol,Individual,Manual,First Owner,20.36,1197.0,78.9,5.0,Hyundai,458554.3667844523,275410.0
Hyundai EON Magna Plus,2013,215000,47000,Petrol,Individual,Manual,Second Owner,21.1,814.0,55.2,5.0,Hyundai,458554.3667844523,210160.0
Tata Hexa XT,2017,1282000,45000,Diesel,Individual,Manual,First Owner,17.6,2179.0,153.86,7.0,Tata,357433.1076294278,1308660.0
Maruti Alto 800 LX,2017,282000,15000,Petrol,Individual,Manual,First Owner,24.7,796.0,47.3,5.0,Maruti,403075.7214052288,292009.7658730158
Toyota Innova 2.5 GX 8 STR,2012,610000,90000,Diesel,Individual,Manual,First Owner,12.8,2494.0,102.0,8.0,Toyota,959946.6741803279,671220.0
Mahindra Thar CRDe,2018,900000,35000,Diesel,Individual,Manual,First Owner,16.55,2498.0,105.0,6.0,Mahindra,623224.0556994819,881200.0
Mahindra Scorpio 1.99 S4,2015,800000,70000,Diesel,Individual,Manual,First Owner,15.4,1997.0,120.0,7.0,Mahindra,623224.0556994819,817933.3333333335
Hyundai i20 Asta 1.4 CRDi,2013,380000,110000,Diesel,Individual,Manual,Second Owner,21.27,1396.0,88.76,5.0,Hyundai,458554.3667844523,379474.975
Mahindra Scorpio LX,2012,450000,120000,Diesel,Individual,Manual,Second Owner,12.05,2179.0,120.0,9.0,Mahindra,623224.0556994819,460949.99
Maruti SX4 Celebration Diesel,2011,242000,120000,Diesel,Individual,Manual,First Owner,21.5,1248.0,88.8,5.0,Maruti,403075.7214052288,248929.99
Renault KWID RXT,2017,350000,35000,Petrol,Individual,Manual,Second Owner,25.17,799.0,53.3,5.0,Renault,462618.38157894736,333134.97
Tata Tigor 1.2 Revotron XT,2018,400000,22000,Petrol,Individual,Manual,First Owner,20.3,1199.0,84.0,5.0,Tata,357433.1076294278,459200.0
Maruti Wagon R VXI Optional,2017,400000,70000,Petrol,Individual,Manual,First Owner,20.51,998.0,67.04,5.0,Maruti,403075.7214052288,393249.97
Chevrolet Sail 1.3 LS,2013,246000,56000,Diesel,Dealer,Manual,First Owner,22.1,1248.0,74.0,5.0,Chevrolet,273867.47826086957,256724.98
Tata Indigo CS LS (TDI) BS-III,2014,221000,65000,Diesel,Dealer,Manual,First Owner,19.09,1405.0,69.01,5.0,Tata,357433.1076294278,247470.0
Ford Endeavour 2.5L 4X2,2013,700000,62000,Diesel,Dealer,Manual,First Owner,13.1,2499.0,141.0,7.0,Ford,516682.58186397987,689299.99
Toyota Fortuner 4x4 AT,2016,1750000,52000,Diesel,Dealer,Automatic,First Owner,12.55,2982.0,168.5,7.0,Toyota,959946.6741803279,1835250.0
Hyundai Xcent 1.2 CRDi SX,2017,550000,49000,Diesel,Dealer,Manual,First Owner,25.4,1186.0,73.97,5.0,Hyundai,458554.3667844523,538715.0
Maruti Ciaz VDi Plus SHVS,2015,550000,50000,Diesel,Dealer,Manual,Second Owner,28.09,1248.0,88.5,5.0,Maruti,403075.7214052288,557619.99
Maruti Swift VDI,2013,375000,65000,Diesel,Dealer,Manual,First Owner,28.4,1248.0,74.0,5.0,Maruti,403075.7214052288,427430.0
Hyundai Xcent 1.1 CRDi Base,2015,391000,55000,Diesel,Dealer,Manual,First Owner,24.4,1120.0,71.0,5.0,Hyundai,458554.3667844523,423739.99
Mercedes-Benz B Class B200 CDI Sport,2015,2051000,35000,Diesel,Dealer,Automatic,Second Owner,19.7,2143.0,134.1,5.0,Mercedes-Benz,2470444.4444444445,1824009.99
Tata Aria Pure LX 4x2,2014,525000,78000,Diesel,Dealer,Manual,Second Owner,15.05,2179.0,147.9,7.0,Tata,357433.1076294278,536742.5
Hyundai Verna CRDi SX,2007,212000,58000,Diesel,Dealer,Manual,Second Owner,16.8,1493.0,110.0,5.0,Hyundai,458554.3667844523,206939.95
Chevrolet Beat Diesel LT,2011,221000,56000,Diesel,Dealer,Manual,Second Owner,25.44,936.0,57.6,5.0,Chevrolet,273867.47826086957,202131.6666666667
Fiat Linea Emotion (Diesel),2010,265000,61000,Diesel,Dealer,Manual,Second Owner,20.4,1248.0,91.7,5.0,Fiat,296063.78723404254,254820.0
Renault Scala Diesel RxL,2013,399000,61000,Diesel,Dealer,Manual,Second Owner,21.64,1461.0,84.8,5.0,Renault,462618.38157894736,392318.255
Hyundai Getz 1.5 CRDi GVS,2008,175000,61000,Diesel,Dealer,Manual,Second Owner,17.1,1493.0,110.0,5.0,Hyundai,458554.3667844523,188209.96
Skoda Rapid 1.6 TDI Elegance,2011,411000,64481,Diesel,Dealer,Manual,Second Owner,20.5,1598.0,103.5,5.0,Skoda,607723.7714285714,391270.0
Volkswagen Vento Diesel Comfortline,2011,365000,65000,Diesel,Dealer,Manual,Second Owner,20.54,1598.0,103.6,5.0,Volkswagen,498817.188172043,355720.0
BMW 5 Series 520d Sport Line,2009,975000,80000,Diesel,Dealer,Automatic,Second Owner,22.48,1995.0,187.74,5.0,BMW,4109916.6666666665,1004599.99
Nissan Sunny XV D,2015,499000,61000,Diesel,Dealer,Manual,Second Owner,22.71,1461.0,84.8,5.0,Nissan,465407.35802469135,498469.92
Mercedes-Benz M-Class ML 350 CDI,2014,2575000,70000,Diesel,Individual,Automatic,First Owner,11.74,2987.0,254.8,5.0,Mercedes-Benz,2470444.4444444445,2646250.0
Chevrolet Spark 1.0,2009,145000,30000,Petrol,Individual,Manual,First Owner,18.0,995.0,62.0,5.0,Chevrolet,273867.47826086957,127069.99
Tata Indica Vista Aqua TDI BSIII,2011,200000,200000,Diesel,Individual,Manual,Second Owner,17.0,1405.0,71.0,5.0,Tata,357433.1076294278,185299.99
Audi Q3 2.0 TDI Quattro Premium Plus,2014,1200000,230000,Diesel,Individual,Automatic,First Owner,15.73,1968.0,174.33,5.0,Audi,2612199.925,1575600.0
Hyundai EON 1.0 Magna Plus Option O,2016,280000,100000,Petrol,Individual,Manual,First Owner,20.3,998.0,68.05,5.0,Hyundai,458554.3667844523,282829.99
Mahindra Scorpio VLS AT 2.2 mHAWK,2011,450000,95000,Diesel,Individual,Automatic,Second Owner,11.79,2179.0,120.0,8.0,Mahindra,623224.0556994819,468059.99
Honda City 2017-2020 EXi,2006,150000,140000,Petrol,Individual,Manual,Third Owner,17.7,1497.0,78.0,5.0,Honda,596178.0149892934,158133.99999999997
Honda Mobilio S i VTEC,2017,600000,70000,Petrol,Individual,Manual,First Owner,17.3,1497.0,117.3,7.0,Honda,596178.0149892934,674659.98
Renault KWID RXT Optional,2016,275000,60000,Petrol,Individual,Manual,First Owner,25.17,799.0,53.3,5.0,Renault,462618.38157894736,284283.2738095238
Tata Manza Aura Quadrajet,2010,110000,88000,Diesel,Individual,Manual,First Owner,18.8,1248.0,90.0,5.0,Tata,357433.1076294278,162036.66666666666
Mahindra XUV500 W8 4WD,2012,500000,200000,Diesel,Individual,Manual,Fourth & Above Owner,15.1,2179.0,140.0,7.0,Mahindra,623224.0556994819,521800.0
Mahindra XUV500 W8 4WD,2012,700000,60000,Diesel,Individual,Manual,Second Owner,15.1,2179.0,140.0,7.0,Mahindra,623224.0556994819,677050.0
BMW 3 Series 320d Corporate Edition,2012,900000,155000,Diesel,Individual,Automatic,Second Owner,16.07,1995.0,181.0,4.0,BMW,4109916.6666666665,1339500.0
Maruti Wagon R VXI,2005,150000,80000,Petrol,Individual,Manual,Second Owner,18.9,998.0,67.1,5.0,Maruti,403075.7214052288,135070.0
Nissan Sunny XV,2013,275000,80000,Petrol,Individual,Manual,Third Owner,16.95,1498.0,97.7,5.0,Nissan,465407.35802469135,290439.97
Maruti Swift VDI,2014,455000,40000,Diesel,Individual,Manual,First Owner,28.4,1248.0,74.0,5.0,Maruti,403075.7214052288,469616.6666666666
Hyundai Creta 1.6 CRDi SX Plus,2015,900000,50000,Diesel,Individual,Manual,First Owner,19.67,1582.0,126.2,5.0,Hyundai,458554.3667844523,1028102.5
Maruti Swift VDI BSIV,2014,455000,40000,Diesel,Individual,Manual,First Owner,25.2,1248.0,74.0,5.0,Maruti,403075.7214052288,480360.0
Honda City i DTec SV,2017,650000,47000,Diesel,Individual,Manual,Second Owner,26.0,1498.0,98.6,5.0,Honda,596178.0149892934,665950.0
Hyundai Grand i10 1.2 Kappa Sportz BSIV,2018,551000,20000,Petrol,Individual,Manual,Second Owner,18.9,1197.0,81.86,5.0,Hyundai,458554.3667844523,530899.0
Volkswagen Ameo 1.5 TDI Highline 16 Alloy,2017,650000,49060,Diesel,Individual,Manual,First Owner,22.0,1498.0,108.495,5.0,Volkswagen,498817.188172043,647983.3333333333
Hyundai i20 Asta 1.2,2015,600000,60000,Petrol,Individual,Manual,First Owner,18.6,1197.0,81.83,5.0,Hyundai,458554.3667844523,517991.66666666674
Maruti Alto 800 LXI,2013,235000,18000,Petrol,Individual,Manual,First Owner,22.74,796.0,47.3,5.0,Maruti,403075.7214052288,227439.99
Ford Ecosport 1.5 DV5 MT Trend,2018,800000,37161,Diesel,Dealer,Manual,First Owner,22.7,1498.0,89.84,5.0,Ford,516682.58186397987,850950.0
Hyundai Creta 1.6 CRDi SX Option,2016,1050000,80000,Diesel,Individual,Manual,First Owner,19.67,1582.0,126.2,5.0,Hyundai,458554.3667844523,938482.45
Tata Nano LX SE,2012,45000,28000,Petrol,Individual,Manual,Second Owner,25.4,624.0,37.5,4.0,Tata,357433.1076294278,54571.42857142857
Hyundai Verna 1.6 SX VTVT AT,2013,450000,100000,Petrol,Individual,Automatic,Second Owner,15.74,1591.0,121.3,5.0,Hyundai,458554.3667844523,465043.31
Volkswagen Polo 1.5 TDI Highline,2014,391000,120000,Diesel,Individual,Manual,Second Owner,20.14,1498.0,88.8,5.0,Volkswagen,498817.188172043,445534.95
Chevrolet Enjoy TCDi LT 7 Seater,2013,380000,70000,Diesel,Individual,Manual,Second Owner,18.2,1248.0,73.8,7.0,Chevrolet,273867.47826086957,419829.99
Maruti Wagon R LXI Minor,2010,170000,90000,Petrol,Individual,Manual,Second Owner,18.9,1061.0,67.0,5.0,Maruti,403075.7214052288,175780.0
Tata Sumo MKII GX BS IV,2011,250000,90000,Diesel,Individual,Manual,Second Owner,13.55,2179.0,118.35,7.0,Tata,357433.1076294278,253900.0
Toyota Innova Crysta 2.5 VX BS IV,2011,800000,60000,Diesel,Individual,Manual,First Owner,12.8,2494.0,102.0,7.0,Toyota,959946.6741803279,776319.99
Toyota Fortuner 4x2 Manual,2014,1380000,150000,Diesel,Individual,Manual,First Owner,13.0,2982.0,168.5,7.0,Toyota,959946.6741803279,1432400.0
Mahindra Thar CRDe AC,2014,700000,24000,Diesel,Individual,Manual,First Owner,16.55,2498.0,105.0,6.0,Mahindra,623224.0556994819,706540.0
Honda Mobilio S i DTEC,2016,450000,100000,Diesel,Individual,Manual,Second Owner,24.2,1498.0,98.6,7.0,Honda,596178.0149892934,475200.0
Mahindra KUV 100 G80 K8,2018,650000,6000,Petrol,Individual,Manual,First Owner,18.15,1198.0,82.0,6.0,Mahindra,623224.0556994819,635000.0
Mahindra XUV500 W8 2WD,2013,950000,49700,Diesel,Individual,Manual,First Owner,15.1,2179.0,140.0,7.0,Mahindra,623224.0556994819,920166.6666666665
Toyota Innova 2.5 E Diesel MS 7-seater,2007,626000,80000,Diesel,Individual,Manual,Second Owner,12.8,2494.0,102.0,7.0,Toyota,959946.6741803279,579499.99
Maruti Swift Dzire AMT VXI,2019,600000,10000,Petrol,Individual,Automatic,First Owner,21.21,1197.0,81.8,5.0,Maruti,403075.7214052288,616068.0555555553
Renault KWID RXT Optional,2019,290000,21000,Petrol,Individual,Manual,First Owner,25.17,799.0,53.3,5.0,Renault,462618.38157894736,296750.0
Maruti Alto K10 2010-2014 VXI,2013,215000,25000,Petrol,Individual,Manual,First Owner,20.92,998.0,67.1,5.0,Maruti,403075.7214052288,228200.0
Renault KWID RXT Optional,2016,250000,22000,Petrol,Individual,Manual,First Owner,25.17,799.0,53.3,5.0,Renault,462618.38157894736,274875.0
Maruti Ertiga SHVS ZDI Plus,2017,750000,50000,Diesel,Individual,Manual,First Owner,24.52,1248.0,88.5,7.0,Maruti,403075.7214052288,742954.7619047621
Maruti Alto K10 VXI,2016,250000,20000,Petrol,Individual,Manual,Second Owner,23.95,998.0,67.05,5.0,Maruti,403075.7214052288,270550.0
Honda BRV i-VTEC V CVT,2017,950000,15000,Petrol,Individual,Automatic,First Owner,15.4,1497.0,117.3,7.0,Honda,596178.0149892934,928691.6666666667
Ford Figo Aspire 1.5 TDCi Titanium,2018,793000,30000,Diesel,Individual,Manual,First Owner,25.83,1498.0,99.0,5.0,Ford,516682.58186397987,772830.0
Hyundai Creta 1.6 CRDi SX Option,2015,750000,74000,Diesel,Individual,Manual,First Owner,19.67,1582.0,126.2,5.0,Hyundai,458554.3667844523,785650.0
Honda Jazz V CVT,2017,725000,6550,Petrol,Individual,Automatic,First Owner,18.2,1199.0,88.7,5.0,Honda,596178.0149892934,713019.88
Hyundai Grand i10 CRDi Sportz,2016,480000,30000,Diesel,Individual,Manual,First Owner,24.0,1120.0,70.0,5.0,Hyundai,458554.3667844523,491608.32333333336
Jaguar XE 2016-2019 2.0L Diesel Prestige,2017,2711000,9000,Diesel,Dealer,Automatic,First Owner,13.6,1999.0,177.0,5.0,Jaguar,2915464.7887323946,2678422.444902668
Lexus ES 300h,2019,5150000,20000,Petrol,Dealer,Automatic,First Owner,22.37,2487.0,214.56,5.0,Lexus,5150000.0,5150000.0
Jaguar XF 2.0 Diesel Portfolio,2017,3200000,45000,Diesel,Dealer,Automatic,First Owner,19.33,1999.0,177.0,5.0,Jaguar,2915464.7887323946,3200000.0
Tata Safari Storme EX,2015,503000,110000,Diesel,Individual,Manual,First Owner,14.1,2179.0,147.94,7.0,Tata,357433.1076294278,503000.0
Volvo XC40 D4 Inscription BSIV,2019,3800000,20000,Diesel,Individual,Automatic,First Owner,18.0,1969.0,190.0,5.0,Volvo,3272014.925373134,3800000.0
Toyota Camry 2.5 Hybrid,2016,2000000,68089,Petrol,Trustmark Dealer,Automatic,First Owner,19.16,2494.0,157.7,5.0,Toyota,959946.6741803279,2000000.0
Maruti Wagon R LXI,2013,225000,58343,Petrol,Trustmark Dealer,Manual,First Owner,21.79,998.0,67.05,5.0,Maruti,403075.7214052288,225000.0
Maruti Baleno Alpha 1.3,2018,740000,38817,Diesel,Dealer,Manual,First Owner,27.39,1248.0,74.0,5.0,Maruti,403075.7214052288,740000.0
Honda Jazz VX,2016,550000,56494,Petrol,Trustmark Dealer,Manual,First Owner,18.2,1199.0,88.7,5.0,Honda,596178.0149892934,550000.0
Toyota Innova 2.5 VX (Diesel) 7 Seater,2013,750000,79328,Diesel,Trustmark Dealer,Manual,Second Owner,12.99,2494.0,100.6,7.0,Toyota,959946.6741803279,750000.0
Maruti Swift AMT VVT VXI,2019,650000,5621,Petrol,Trustmark Dealer,Automatic,First Owner,22.0,1197.0,81.8,5.0,Maruti,403075.7214052288,650000.0
Toyota Etios VX,2017,625000,25538,Petrol,Trustmark Dealer,Manual,First Owner,16.78,1496.0,88.73,5.0,Toyota,959946.6741803279,625000.0
Maruti Swift AMT ZXI,2018,600000,69779,Petrol,Dealer,Automatic,First Owner,22.0,1197.0,81.8,5.0,Maruti,403075.7214052288,600000.0
Hyundai Grand i10 1.2 CRDi Sportz,2017,450000,56290,Diesel,Dealer,Manual,First Owner,24.0,1186.0,73.97,5.0,Hyundai,458554.3667844523,450000.0
BMW X4 M Sport X xDrive20d,2019,5400000,7500,Diesel,Dealer,Automatic,First Owner,16.78,1995.0,190.0,5.0,BMW,4109916.6666666665,5417561.221736099
BMW X4 M Sport X xDrive20d,2019,5500000,8500,Diesel,Dealer,Automatic,First Owner,16.78,1995.0,190.0,5.0,BMW,4109916.6666666665,5500000.0
Honda Amaze V CVT Petrol BSIV,2019,779000,7032,Petrol,Trustmark Dealer,Automatic,First Owner,19.0,1199.0,88.76,5.0,Honda,596178.0149892934,779000.0
Skoda Rapid 1.6 MPI AT Elegance,2016,645000,11000,Petrol,Dealer,Automatic,First Owner,14.3,1598.0,103.5,5.0,Skoda,607723.7714285714,645000.0
Volvo V40 D3 R-Design,2018,2475000,2000,Diesel,Dealer,Automatic,First Owner,16.8,1984.0,150.0,5.0,Volvo,3272014.925373134,2475000.0
Hyundai Verna VTVT 1.6 AT SX Option,2017,990000,20000,Petrol,Individual,Automatic,First Owner,17.0,1591.0,121.3,5.0,Hyundai,458554.3667844523,980929.1666666665
Maruti Swift Dzire VDI,2012,370000,68000,Diesel,Individual,Manual,First Owner,23.4,1248.0,74.0,5.0,Maruti,403075.7214052288,400383.33333333326
Chevrolet Sail Hatchback 1.2 LS,2014,300000,60175,Petrol,Individual,Manual,First Owner,18.2,1199.0,82.5,5.0,Chevrolet,273867.47826086957,298050.0
Hyundai EON Era,2012,250000,25000,Petrol,Individual,Manual,First Owner,21.1,814.0,55.2,5.0,Hyundai,458554.3667844523,221306.6666666667
Ford Figo Aspire 1.5 TDCi Titanium,2017,700000,49957,Diesel,Dealer,Manual,First Owner,25.83,1498.0,99.0,5.0,Ford,516682.58186397987,662350.0
Ford Figo 1.5 Sports Edition MT,2017,600000,43235,Diesel,Dealer,Manual,First Owner,24.29,1498.0,99.0,5.0,Ford,516682.58186397987,661400.0
Ford EcoSport 1.5 TDCi Titanium Plus BE BSIV,2018,925000,50699,Diesel,Dealer,Manual,First Owner,22.77,1498.0,98.59,5.0,Ford,516682.58186397987,895010.0
Hyundai i20 Active 1.4 SX,2016,700000,111000,Diesel,Individual,Manual,Second Owner,21.19,1396.0,88.73,5.0,Hyundai,458554.3667844523,578781.5966666667
Maruti Baleno RS 1.0 Petrol,2018,700000,48000,Petrol,Individual,Manual,Second Owner,21.1,998.0,100.5,5.0,Maruti,403075.7214052288,698949.99
Maruti Swift Vdi BSIII,2007,185000,90000,Diesel,Individual,Manual,Fourth & Above Owner,17.8,1248.0,75.0,5.0,Maruti,403075.7214052288,196490.0
Tata Sumo Gold EX,2015,434999,80000,Diesel,Individual,Manual,First Owner,15.3,2956.0,83.83,7.0,Tata,357433.1076294278,489794.35
Ford Figo 1.2P Titanium MT,2017,400000,100000,Petrol,Individual,Manual,First Owner,18.16,1196.0,86.8,5.0,Ford,516682.58186397987,459819.99
Ford Figo Diesel Titanium,2011,180000,90000,Diesel,Individual,Manual,Third Owner,20.0,1399.0,68.0,5.0,Ford,516682.58186397987,200741.65666666665
Maruti Swift Dzire VDI,2015,600000,50000,Diesel,Individual,Manual,First Owner,26.59,1248.0,74.0,5.0,Maruti,403075.7214052288,604258.5317460318
Toyota Etios Liva GD,2014,320000,90000,Diesel,Individual,Manual,Third Owner,23.59,1364.0,67.06,5.0,Toyota,959946.6741803279,340676.6366666667
Toyota Innova Crysta 2.4 VX MT 8S BSIV,2016,1689999,120000,Diesel,Individual,Manual,First Owner,13.68,2393.0,147.8,8.0,Toyota,959946.6741803279,1699289.37
Volkswagen Vento Petrol Highline AT,2011,250000,140000,Petrol,Individual,Automatic,Second Owner,14.4,1598.0,103.6,5.0,Volkswagen,498817.188172043,259089.99
Tata Tigor 2017-2020 XZ Plus,2019,650000,20000,Petrol,Individual,Manual,First Owner,20.3,1199.0,83.81,5.0,Tata,357433.1076294278,574907.1328571428
Toyota Corolla Altis 1.8 J,2009,340000,82000,Petrol,Individual,Manual,Second Owner,14.53,1798.0,138.0,5.0,Toyota,959946.6741803279,314850.0
Ambassador Grand 2000 DSZ PW CL,2008,200000,80000,Diesel,Individual,Manual,Third Owner,13.5,1995.0,52.0,5.0,Ambassador,124000.0,155639.99
Maruti Vitara Brezza ZDi Plus,2017,869999,40000,Diesel,Individual,Manual,First Owner,24.3,1248.0,88.5,5.0,Maruti,403075.7214052288,799530.8695530299
Maruti Ertiga SHVS ZDI Plus,2017,795000,120000,Diesel,Individual,Manual,First Owner,24.52,1248.0,88.5,7.0,Maruti,403075.7214052288,783070.0
Maruti Vitara Brezza ZDi Plus,2017,869999,60000,Diesel,Individual,Manual,First Owner,24.3,1248.0,88.5,5.0,Maruti,403075.7214052288,774449.0717142858
Maruti Ritz LDi,2010,200000,70000,Diesel,Individual,Manual,Second Owner,21.1,1248.0,73.9,5.0,Maruti,403075.7214052288,246554.91
Hyundai Verna 1.6 CRDi SX,2017,800000,45500,Diesel,Individual,Manual,Second Owner,23.9,1582.0,126.2,5.0,Hyundai,458554.3667844523,855869.99
Toyota Innova 2.5 VX (Diesel) 8 Seater,2014,1100000,120000,Diesel,Individual,Manual,First Owner,12.99,2494.0,100.6,8.0,Toyota,959946.6741803279,875791.6366666666
Maruti Alto LXi,2008,114999,100000,Petrol,Individual,Manual,Second Owner,19.7,796.0,46.3,5.0,Maruti,403075.7214052288,120671.90166666667
Maruti Ertiga VDI,2013,500000,92000,Diesel,Individual,Manual,Third Owner,20.77,1248.0,88.76,7.0,Maruti,403075.7214052288,517300.0
Maruti Swift VDI BSIV,2014,700000,141000,Diesel,Individual,Manual,Fourth & Above Owner,25.2,1248.0,74.0,5.0,Maruti,403075.7214052288,466852.3350000001
Toyota Innova Crysta 2.8 ZX AT BSIV,2016,1516000,120000,Diesel,Individual,Automatic,First Owner,11.36,2755.0,171.5,7.0,Toyota,959946.6741803279,1635479.97
